sample_id,family,topology,mode,grid,n_cells,unit_cell_mm,strut_d,strut_spacing,n_struts,n_layers,stagger,target_porosity,porosity,relative_density,E_rel_z,E_rel_x,anisotropy_z_over_x,K_sc_z,K_sc_x,D_eff_z,D_eff_x,D_anisotropy_z_over_x,tortuosity_z,specific_surface_per_mm,pore_size_um,strut_thickness_um,solid_connectivity,pore_connected,cg_converged
SIM1410,TPMS,neovius,network,32,1.0,2.0,,,,,,0.5764,0.5747,0.4253,0.107686,0.107686,1.0,10.706,10.706,0.380744,0.380744,1.0,1.5094,2.3672,1125.0,1082.5,1.0,1,1
SIM1411,TPMS,neovius,network,32,2.0,1.0,,,,,,0.5764,0.5762,0.4238,0.124357,0.124357,1.0,8.755,8.755,0.359923,0.359923,1.0,1.6008,4.6875,586.3,500.0,1.0,1,1
SIM1412,TPMS,neovius,network,32,2.0,1.0,,,,,,0.5927,0.5879,0.4121,0.122847,0.122847,1.0,8.821,8.821,0.364228,0.364228,1.0,1.6141,4.6875,586.3,500.0,1.0,1,1
SIM1413,TPMS,neovius,network,32,1.0,2.0,,,,,,0.5927,0.5908,0.4092,0.082172,0.082172,1.0,12.554,12.554,0.406359,0.406359,1.0,1.4539,2.3672,1125.0,1075.3,1.0,1,1
SIM1414,TPMS,neovius,network,32,1.0,2.0,,,,,,0.6091,0.6099,0.3901,0.057609,0.057609,1.0,12.48,12.48,0.433193,0.433193,1.0,1.4078,2.3438,1125.0,1038.3,1.0,1,1
SIM1415,TPMS,neovius,network,32,2.0,1.0,,,,,,0.6091,0.6113,0.3887,0.070332,0.070332,1.0,13.245,13.245,0.428829,0.428829,1.0,1.4256,4.5,586.3,500.0,1.0,1,1
SIM1416,TPMS,neovius,network,32,1.0,2.0,,,,,,0.6255,0.6274,0.3726,0.046392,0.046392,1.0,13.291,13.291,0.458722,0.458722,1.0,1.3678,2.3203,1125.0,1015.5,1.0,1,1
SIM1417,TPMS,neovius,network,32,2.0,1.0,,,,,,0.6255,0.6289,0.3711,0.058153,0.058153,1.0,16.5,16.5,0.459984,0.459984,1.0,1.3672,4.3125,586.3,500.0,1.0,1,1
SIM1418,TPMS,neovius,network,32,1.0,2.0,,,,,,0.6418,0.6436,0.3564,0.033297,0.033297,1.0,14.31,14.31,0.48938,0.48938,1.0,1.315,2.2031,1125.0,1000.0,1.0,1,1
SIM1419,TPMS,neovius,network,32,2.0,1.0,,,,,,0.6418,0.6465,0.3535,0.035362,0.035362,1.0,13.877,13.877,0.489869,0.489869,1.0,1.3197,4.125,612.4,500.0,0.1167,1,1
SIM1420,TPMS,neovius,network,32,1.0,2.0,,,,,,0.6582,0.6575,0.3425,0.026151,0.026151,1.0,16.219,16.219,0.513996,0.513996,1.0,1.2791,2.0625,1125.0,1000.0,1.0,1,1
SIM1421,TPMS,neovius,network,32,2.0,1.0,,,,,,0.6582,0.6582,0.3418,0.033506,0.033506,1.0,15.963,15.963,0.496929,0.496929,1.0,1.3245,4.125,625.0,500.0,0.1164,1,1
SIM1422,TPMS,neovius,network,32,1.0,2.0,,,,,,0.6745,0.6729,0.3271,0.0,0.0,,0.0,0.0,0.544633,0.544633,1.0,1.2354,1.8633,1125.0,1000.0,0.9799,1,1
SIM1423,TPMS,neovius,network,32,2.0,1.0,,,,,,0.6745,0.6758,0.3242,0.0,0.0,,0.0,0.0,0.53389,0.53389,1.0,1.2658,3.6562,586.3,500.0,0.1227,1,1
SIM1424,TPMS,neovius,network,32,1.0,2.0,,,,,,0.6909,0.6929,0.3071,0.0,0.0,,0.0,0.0,0.561964,0.561964,1.0,1.2329,1.7344,1159.2,1000.0,0.9928,1,1
SIM1425,TPMS,neovius,network,32,2.0,1.0,,,,,,0.6909,0.6934,0.3066,0.0,0.0,,,,0.556352,0.556352,1.0,1.2463,3.2812,649.5,515.4,0.125,1,1
SIM1426,TPMS,neovius,network,32,1.0,2.0,,,,,,0.7073,0.7068,0.2932,0.0,0.0,,,,0.594091,0.594091,1.0,1.1897,1.5938,1231.1,1000.0,1.0,1,1
SIM1427,TPMS,neovius,network,32,2.0,1.0,,,,,,0.7073,0.7168,0.2832,0.0,0.0,,,,0.585295,0.585295,1.0,1.2247,3.0938,649.5,515.4,0.125,1,1
SIM1428,TPMS,neovius,network,32,2.0,1.0,,,,,,0.7236,0.7168,0.2832,0.0,0.0,,,,0.585295,0.585295,1.0,1.2247,3.0938,649.5,515.4,0.125,1,1
SIM1429,TPMS,neovius,network,32,1.0,2.0,,,,,,0.7236,0.7244,0.2756,0.0,0.0,,,,0.61217,0.61217,1.0,1.1833,1.5234,1231.1,1015.5,1.0,1,1
SIM1430,TPMS,neovius,network,32,1.0,2.0,,,,,,0.74,0.7397,0.2603,0.0,0.0,,,,0.631769,0.631769,1.0,1.1709,1.4766,1231.1,1007.8,1.0,1,1
SIM1431,TPMS,neovius,network,32,2.0,1.0,,,,,,0.74,0.7461,0.2539,0.0,0.0,,,,0.613538,0.613538,1.0,1.2161,2.9062,649.5,530.3,0.125,1,1
SIM1432,TPMS,neovius,network,32,2.0,1.0,,,,,,0.7564,0.7578,0.2422,0.0,0.0,,,,0.619338,0.619338,1.0,1.2236,2.9062,649.5,515.4,0.125,1,1
SIM1433,TPMS,neovius,network,32,1.0,2.0,,,,,,0.7564,0.7581,0.2419,0.0,0.0,,,,0.6505,0.6505,1.0,1.1653,1.3477,1299.0,1000.0,1.0,1,1
SIM1434,TPMS,neovius,network,32,2.0,1.0,,,,,,0.7727,0.7715,0.2285,0.0,0.0,,,,0.644948,0.644948,1.0,1.1962,2.7188,728.9,515.4,0.125,1,1
SIM1435,TPMS,neovius,network,32,1.0,2.0,,,,,,0.7727,0.772,0.228,0.0,0.0,,,,0.672587,0.672587,1.0,1.1478,1.3242,1299.0,960.1,1.0,1,1
SIM1436,TPMS,neovius,network,32,1.0,2.0,,,,,,0.7891,0.791,0.209,0.0,0.0,,,,0.699909,0.699909,1.0,1.1302,1.2539,1375.0,943.7,1.0,1,1
SIM1437,TPMS,neovius,network,32,2.0,1.0,,,,,,0.7891,0.7949,0.2051,0.0,0.0,,,,0.671416,0.671416,1.0,1.1839,2.4375,673.1,500.0,0.125,1,1
SIM1438,TPMS,neovius,network,32,2.0,1.0,,,,,,0.8055,0.8008,0.1992,0.0,0.0,,,,0.690688,0.690688,1.0,1.1594,2.25,673.1,500.0,0.125,1,1
SIM1439,TPMS,neovius,network,32,1.0,2.0,,,,,,0.8055,0.8057,0.1943,0.0,0.0,,,,0.719175,0.719175,1.0,1.1203,1.207,1375.0,892.7,1.0,1,1
SIM1440,TPMS,neovius,network,32,2.0,1.0,,,,,,0.8218,0.8184,0.1816,0.0,0.0,,,,0.710669,0.710669,1.0,1.1515,2.25,718.1,467.7,0.125,1,1
SIM1441,TPMS,neovius,network,32,1.0,2.0,,,,,,0.8218,0.8225,0.1775,0.0,0.0,,,,0.743144,0.743144,1.0,1.1068,1.1016,1397.5,875.0,1.0,1,1
SIM1442,TPMS,neovius,network,32,1.0,2.0,,,,,,0.8382,0.8396,0.1604,0.0,0.0,,,,0.768323,0.768323,1.0,1.0928,1.0312,1447.0,875.0,1.0,1,1
SIM1443,TPMS,neovius,network,32,2.0,1.0,,,,,,0.8382,0.8477,0.1523,0.0,0.0,,,,0.747007,0.747007,1.0,1.1347,2.0625,750.0,467.7,0.125,1,1
SIM1444,TPMS,neovius,network,32,1.0,2.0,,,,,,0.8545,0.8557,0.1443,0.0,0.0,,,,0.78263,0.78263,1.0,1.0934,0.9844,1500.0,800.4,1.0,1,1
SIM1445,TPMS,neovius,network,32,2.0,1.0,,,,,,0.8545,0.8594,0.1406,0.0,0.0,,,,0.769313,0.769313,1.0,1.1171,1.875,750.0,450.7,0.125,1,1
SIM1446,TPMS,neovius,network,32,1.0,2.0,,,,,,0.8709,0.8711,0.1289,0.0,0.0,,,,0.801632,0.801632,1.0,1.0867,0.9023,1525.8,760.3,1.0,1,1
SIM1447,TPMS,neovius,network,32,2.0,1.0,,,,,,0.8709,0.8711,0.1289,0.0,0.0,,,,0.786257,0.786257,1.0,1.1079,1.875,800.4,414.6,0.125,1,1
SIM1448,TPMS,neovius,network,32,1.0,2.0,,,,,,0.8873,0.8879,0.1121,0.0,0.0,,,,0.826549,0.826549,1.0,1.0743,0.8086,1591.0,768.3,1.0,1,1
SIM1449,TPMS,neovius,network,32,2.0,1.0,,,,,,0.8873,0.8887,0.1113,0.0,0.0,,,,0.811178,0.811178,1.0,1.0955,1.6875,800.4,395.3,0.125,1,1
SIM1450,TPMS,neovius,network,32,2.0,1.0,,,,,,0.9036,0.9004,0.0996,0.0,0.0,,,,0.836489,0.836489,1.0,1.0764,1.4062,810.1,375.0,0.125,1,1
SIM1451,TPMS,neovius,network,32,1.0,2.0,,,,,,0.9036,0.905,0.095,0.0,0.0,,,,0.851874,0.851874,1.0,1.0624,0.7383,1663.0,750.0,1.0,1,1
SIM1452,TPMS,neovius,network,32,2.0,1.0,,,,,,0.92,0.9121,0.0879,0.0,0.0,,,,0.850467,0.850467,1.0,1.0725,1.4062,838.5,375.0,0.125,1,1
SIM1453,TPMS,neovius,network,32,1.0,2.0,,,,,,0.92,0.9182,0.0818,0.0,0.0,,,,0.878167,0.878167,1.0,1.0456,0.6562,1709.3,718.1,1.0,1,1
SIM1454,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.2,0.1992,0.8008,0.654445,0.654445,1.0,1.938,1.938,0.0,0.0,,,2.8125,375.0,500.0,1.0,0,1
SIM1455,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.2,0.2002,0.7998,0.644016,0.644016,1.0,1.932,1.932,0.0,0.0,1.0,,1.5234,728.9,910.0,1.0,0,1
SIM1456,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.2164,0.2153,0.7847,0.621311,0.621311,1.0,2.014,2.014,0.0,0.0,1.0,,1.6172,770.6,892.7,1.0,0,1
SIM1457,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.2164,0.2227,0.7773,0.614371,0.614371,1.0,2.028,2.028,0.0,0.0,,,3.375,395.3,450.7,1.0,0,1
SIM1458,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.2327,0.2314,0.7686,0.599154,0.599154,1.0,2.098,2.098,1e-06,1e-06,1.0,,1.6641,770.6,875.0,1.0,0,1
SIM1459,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.2327,0.2461,0.7539,0.574591,0.574591,1.0,2.076,2.076,0.0,0.0,,,3.75,414.6,414.6,1.0,0,1
SIM1460,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.2491,0.249,0.751,0.57577,0.57577,1.0,2.191,2.191,1e-06,1e-06,1.0,,1.7109,800.4,875.0,1.0,0,1
SIM1461,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.2491,0.2578,0.7422,0.561467,0.561467,1.0,2.136,2.136,0.0,0.0,,,3.75,414.6,414.6,1.0,0,1
SIM1462,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.2655,0.2578,0.7422,0.561467,0.561467,1.0,2.136,2.136,0.0,0.0,,,3.75,414.6,414.6,1.0,0,1
SIM1463,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.2655,0.2666,0.7334,0.550166,0.550166,1.0,2.269,2.269,1e-06,1e-06,1.0,,1.8516,790.6,800.4,1.0,0,1
SIM1464,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.2818,0.2812,0.7188,0.533519,0.533519,1.0,2.358,2.358,0.0,0.0,1.0,,3.75,450.7,395.3,1.0,0,1
SIM1465,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.2982,0.2812,0.7188,0.533519,0.533519,1.0,2.358,2.358,0.0,0.0,1.0,,3.75,450.7,395.3,1.0,0,1
SIM1466,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.2818,0.2827,0.7173,0.527924,0.527924,1.0,2.371,2.371,1e-06,1e-06,1.0,,1.9219,824.8,790.6,1.0,0,1
SIM1467,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.2982,0.2974,0.7026,0.50889,0.50889,1.0,2.446,2.446,1e-06,1e-06,1.0,,2.0156,829.2,760.3,1.0,0,1
SIM1468,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.3145,0.3135,0.6865,0.489116,0.489116,1.0,2.562,2.562,2e-06,2e-06,1.0,,2.0625,847.8,750.0,1.0,0,1
SIM1469,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.3309,0.3281,0.6719,0.473142,0.473142,1.0,2.643,2.643,0.0,0.0,,,4.125,433.0,375.0,1.0,0,1
SIM1470,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.3145,0.3281,0.6719,0.473142,0.473142,1.0,2.643,2.643,0.0,0.0,,,4.125,433.0,375.0,1.0,0,1
SIM1471,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.3309,0.3311,0.6689,0.468607,0.468607,1.0,2.664,2.664,2e-06,2e-06,1.0,,2.1094,875.0,750.0,1.0,0,1
SIM1472,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.3473,0.3398,0.6602,0.462726,0.462726,1.0,2.693,2.693,0.0,0.0,,,4.125,450.7,375.0,1.0,0,1
SIM1473,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.3473,0.3472,0.6528,0.452019,0.452019,1.0,2.749,2.749,2e-06,2e-06,1.0,,2.1562,875.0,750.0,1.0,0,1
SIM1474,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.3636,0.3633,0.6367,0.437605,0.437605,1.0,2.797,2.797,0.0,0.0,,,4.5,467.7,375.0,1.0,0,1
SIM1475,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.3636,0.3638,0.6362,0.430667,0.430667,1.0,2.85,2.85,2e-06,2e-06,1.0,,2.2969,875.0,707.1,1.0,0,1
SIM1476,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.38,0.3784,0.6216,0.413639,0.413639,1.0,2.952,2.952,2e-06,2e-06,1.0,,2.3438,892.7,673.1,1.0,0,1
SIM1477,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.3964,0.396,0.604,0.39383,0.39383,1.0,3.119,3.119,2e-06,2e-06,1.0,,2.4141,910.0,637.4,1.0,0,1
SIM1478,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.38,0.3984,0.6016,0.404303,0.404303,1.0,2.983,2.983,0.0,0.0,1.0,,4.5,500.0,375.0,1.0,0,1
SIM1479,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.3964,0.3984,0.6016,0.404303,0.404303,1.0,2.983,2.983,0.0,0.0,1.0,,4.5,500.0,375.0,1.0,0,1
SIM1480,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.4127,0.4121,0.5879,0.377649,0.377649,1.0,3.228,3.228,2e-06,2e-06,1.0,,2.5078,918.6,625.0,1.0,0,1
SIM1481,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.4291,0.4297,0.5703,0.359245,0.359245,1.0,3.387,3.387,3e-06,3e-06,1.0,,2.5547,944.6,625.0,1.0,0,1
SIM1482,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.4127,0.4336,0.5664,0.353468,0.353468,1.0,3.277,3.277,0.0,0.0,,,5.25,515.4,306.2,1.0,0,1
SIM1483,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.4291,0.4336,0.5664,0.353468,0.353468,1.0,3.277,3.277,0.0,0.0,,,5.25,515.4,306.2,1.0,0,1
SIM1484,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.4455,0.4453,0.5547,0.344617,0.344617,1.0,3.369,3.369,0.0,0.0,,,5.4375,515.4,279.5,1.0,0,1
SIM1485,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.4455,0.4473,0.5527,0.345097,0.345097,1.0,3.513,3.513,3e-06,3e-06,1.0,,2.6016,943.7,625.0,1.0,0,1
SIM1486,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.4618,0.4609,0.5391,0.329259,0.329259,1.0,3.666,3.666,0.0,0.0,,,5.4375,515.4,279.5,1.0,0,1
SIM1487,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.4618,0.4619,0.5381,0.332493,0.332493,1.0,3.666,3.666,3e-06,3e-06,1.0,,2.6484,976.3,625.0,1.0,0,1
SIM1488,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.4782,0.4766,0.5234,0.320491,0.320491,1.0,3.781,3.781,3e-06,3e-06,1.0,,2.6953,984.3,625.0,1.0,0,1
SIM1489,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.4782,0.4844,0.5156,0.304551,0.304551,1.0,4.005,4.005,0.0,0.0,1.0,,5.8125,515.4,279.5,1.0,0,1
SIM1490,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.4945,0.4927,0.5073,0.306232,0.306232,1.0,3.902,3.902,3e-06,3e-06,1.0,,2.7656,1000.0,625.0,1.0,0,1
SIM1491,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.4945,0.5078,0.4922,0.286088,0.286088,1.0,4.275,4.275,0.0,0.0,,,5.8125,530.3,279.5,1.0,0,1
SIM1492,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.5109,0.5078,0.4922,0.286088,0.286088,1.0,4.275,4.275,0.0,0.0,,,5.8125,530.3,279.5,1.0,0,1
SIM1493,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.5273,0.5078,0.4922,0.286088,0.286088,1.0,4.275,4.275,0.0,0.0,,,5.8125,530.3,279.5,1.0,0,1
SIM1494,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.5109,0.5117,0.4883,0.28529,0.28529,1.0,4.146,4.146,3e-06,3e-06,1.0,,2.9531,1007.8,515.4,1.0,0,1
SIM1495,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.5273,0.5264,0.4736,0.272373,0.272373,1.0,4.364,4.364,4e-06,4e-06,1.0,,3.0,1015.5,515.4,1.0,0,1
SIM1496,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.5436,0.5425,0.4575,0.259515,0.259515,1.0,4.594,4.594,4e-06,4e-06,1.0,,3.0,1000.0,500.0,1.0,0,1
SIM1497,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.56,0.543,0.457,0.259498,0.259498,1.0,4.622,4.622,0.0,0.0,,,5.8125,559.0,279.5,1.0,0,1
SIM1498,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.5436,0.543,0.457,0.259498,0.259498,1.0,4.622,4.622,0.0,0.0,,,5.8125,559.0,279.5,1.0,0,1
SIM1499,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.56,0.5601,0.4399,0.247988,0.247988,1.0,4.81,4.81,4e-06,4e-06,1.0,,3.0938,1015.5,500.0,1.0,0,1
SIM1500,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.5764,0.5664,0.4336,0.244433,0.244433,1.0,4.751,4.751,0.0,0.0,1.0,,6.1875,515.4,250.0,1.0,0,1
SIM1501,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.5764,0.5776,0.4224,0.235378,0.235378,1.0,5.024,5.024,4e-06,4e-06,1.0,,3.1875,1015.5,500.0,1.0,0,1
SIM1502,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.5927,0.5898,0.4102,0.229177,0.229177,1.0,4.899,4.899,0.0,0.0,1.0,,6.5625,515.4,250.0,1.0,0,1
SIM1503,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.6091,0.5898,0.4102,0.229177,0.229177,1.0,4.899,4.899,0.0,0.0,1.0,,6.5625,515.4,250.0,1.0,0,1
SIM1504,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.5927,0.5938,0.4062,0.224842,0.224842,1.0,5.212,5.212,4e-06,4e-06,1.0,,3.2578,1000.0,500.0,1.0,0,1
SIM1505,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.6091,0.6084,0.3916,0.214805,0.214805,1.0,5.449,5.449,5e-06,5e-06,1.0,,3.375,1000.0,395.3,1.0,0,1
SIM1506,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.6255,0.625,0.375,0.202471,0.202471,1.0,5.814,5.814,5e-06,5e-06,1.0,,3.4922,1000.0,375.0,1.0,0,1
SIM1507,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.6255,0.625,0.375,0.208017,0.208017,1.0,5.369,5.369,0.0,0.0,1.0,,6.5625,500.8,250.0,1.0,0,1
SIM1508,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.6418,0.6426,0.3574,0.190531,0.190531,1.0,6.24,6.24,6e-06,6e-06,1.0,,3.6797,1000.0,375.0,1.0,0,1
SIM1509,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.6582,0.6484,0.3516,0.186494,0.186494,1.0,5.955,5.955,0.0,0.0,1.0,,7.3125,500.0,250.0,1.0,0,1
SIM1510,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.6418,0.6484,0.3516,0.186494,0.186494,1.0,5.955,5.955,0.0,0.0,1.0,,7.3125,500.0,250.0,1.0,0,1
SIM1511,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.6582,0.6587,0.3413,0.181976,0.181976,1.0,6.534,6.534,6e-06,6e-06,1.0,,3.7266,1000.0,375.0,1.0,0,1
SIM1512,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.6745,0.6748,0.3252,0.170263,0.170263,1.0,7.012,7.012,0.067065,0.067065,1.0,10.0619,3.9844,1000.0,375.0,1.0,1,1
SIM1513,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.6745,0.6836,0.3164,0.156554,0.156554,1.0,7.879,7.879,0.0,0.0,1.0,,8.25,500.0,250.0,1.0,0,1
SIM1514,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.6909,0.6909,0.3091,0.159808,0.159808,1.0,7.332,7.332,0.091839,0.091839,1.0,7.5232,4.1719,1000.0,279.5,1.0,1,1
SIM1515,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.7073,0.7056,0.2944,0.149205,0.149205,1.0,7.741,7.741,0.113576,0.113576,1.0,6.2123,4.3125,1000.0,279.5,1.0,1,1
SIM1516,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.6909,0.707,0.293,0.139083,0.139083,1.0,8.974,8.974,0.0,0.0,1.0,,8.25,500.0,250.0,0.84,0,1
SIM1517,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.7236,0.707,0.293,0.139083,0.139083,1.0,8.974,8.974,0.0,0.0,1.0,,8.25,500.0,250.0,0.84,0,1
SIM1518,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.7073,0.707,0.293,0.139083,0.139083,1.0,8.974,8.974,0.0,0.0,1.0,,8.25,500.0,250.0,0.84,0,1
SIM1519,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.7236,0.7217,0.2783,0.139039,0.139039,1.0,8.314,8.314,0.127925,0.127925,1.0,5.6414,4.5,1000.0,250.0,1.0,1,1
SIM1520,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.74,0.7393,0.2607,0.119701,0.119701,1.0,9.197,9.197,0.14026,0.14026,1.0,5.2706,4.6875,1007.8,250.0,1.0,1,1
SIM1521,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.74,0.7422,0.2578,0.117107,0.117107,1.0,10.324,10.324,0.175418,0.175418,1.0,4.231,8.625,500.0,176.8,0.8636,1,1
SIM1522,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.7727,0.7539,0.2461,0.106675,0.106675,1.0,11.122,11.122,0.365683,0.365683,1.0,2.0616,7.875,500.0,176.8,0.9048,1,1
SIM1523,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.7564,0.7539,0.2461,0.106675,0.106675,1.0,11.122,11.122,0.365683,0.365683,1.0,2.0616,7.875,500.0,176.8,0.9048,1,1
SIM1524,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.7564,0.7568,0.2432,0.105863,0.105863,1.0,11.007,11.007,0.16103,0.16103,1.0,4.7,4.6875,1030.8,250.0,1.0,1,1
SIM1525,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.7727,0.7715,0.2285,0.098461,0.098461,1.0,12.001,12.001,0.167444,0.167444,1.0,4.6074,4.6875,1030.8,250.0,1.0,1,1
SIM1526,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.7891,0.7905,0.2095,0.087583,0.087583,1.0,13.524,13.524,0.184799,0.184799,1.0,4.2778,4.6875,1038.3,250.0,1.0,1,1
SIM1527,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.7891,0.8008,0.1992,0.092042,0.092042,1.0,11.383,11.383,0.454232,0.454232,1.0,1.7629,8.25,500.0,125.0,0.8824,1,1
SIM1528,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.8055,0.8008,0.1992,0.092042,0.092042,1.0,11.383,11.383,0.454232,0.454232,1.0,1.7629,8.25,500.0,125.0,0.8824,1,1
SIM1529,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.8218,0.8008,0.1992,0.092042,0.092042,1.0,11.383,11.383,0.454232,0.454232,1.0,1.7629,8.25,500.0,125.0,0.8824,1,1
SIM1530,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.8055,0.8052,0.1948,0.078082,0.078082,1.0,16.572,16.572,0.228564,0.228564,1.0,3.5228,4.6875,1060.7,250.0,1.0,1,1
SIM1531,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.8218,0.8213,0.1787,0.072242,0.072242,1.0,17.431,17.431,0.264113,0.264113,1.0,3.1096,4.7344,1060.7,176.8,1.0,1,1
SIM1532,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.8382,0.8389,0.1611,0.06507,0.06507,1.0,18.356,18.356,0.292587,0.292587,1.0,2.8671,4.7344,1060.7,176.8,1.0,1,1
SIM1533,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.8382,0.8477,0.1523,0.065664,0.065664,1.0,23.171,23.171,0.618281,0.618281,1.0,1.371,6.75,500.0,125.0,0.8462,1,1
SIM1534,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.8545,0.8564,0.1436,0.058105,0.058105,1.0,19.845,19.845,0.313954,0.313954,1.0,2.7279,4.7812,1082.5,176.8,1.0,1,1
SIM1535,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.8709,0.8711,0.1289,0.051262,0.051262,1.0,21.847,21.847,0.325986,0.325986,1.0,2.6722,4.7812,1082.5,176.8,0.875,1,1
SIM1536,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.8545,0.8711,0.1289,0.04642,0.04642,1.0,28.446,28.446,0.68437,0.68437,1.0,1.2728,6.375,500.0,125.0,0.8182,1,1
SIM1537,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.8709,0.8711,0.1289,0.04642,0.04642,1.0,28.446,28.446,0.68437,0.68437,1.0,1.2728,6.375,500.0,125.0,0.8182,1,1
SIM1538,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.8873,0.8857,0.1143,0.046014,0.046014,1.0,23.401,23.401,0.421747,0.421747,1.0,2.1002,4.6875,1045.8,125.0,0.8846,1,1
SIM1539,TPMS,neovius,sheet,32,2.0,1.0,,,,,,0.8873,0.8945,0.1055,0.026081,0.026081,1.0,29.709,29.709,0.73608,0.73608,1.0,1.2153,6.0,515.4,125.0,0.0104,1,1
SIM1540,TPMS,neovius,sheet,32,1.0,2.0,,,,,,0.9036,0.9033,0.0967,0.035026,0.035026,1.0,28.58,28.58,0.680208,0.680208,1.0,1.328,4.0781,1075.3,125.0,0.7879,1,1
