case,grid,porosity,relative_density,E_rel_z,E_rel_x,K_sc_z,D_eff_z,specific_surface_per_mm,pore_size_um,strut_thickness_um,family,topology,mode,n_cells,target_porosity,n_struts,n_layers,strut_d,stagger
TPMS|lidinoid|network|c2|P0.60,44,0.598,0.402,0.067964,0.067964,11.432,0.362193,9.2727,222.7,203.3,TPMS,lidinoid,network,2.0,0.6,,,,
TPMS|lidinoid|network|c2|P0.75,16,0.75,0.25,0.042582,0.042582,5.258,0.55152,6.0,250.0,250.0,TPMS,lidinoid,network,2.0,0.75,,,,
TPMS|lidinoid|network|c2|P0.75,20,0.736,0.264,0.018142,0.018142,16.909,0.489604,7.92,282.8,200.0,TPMS,lidinoid,network,2.0,0.75,,,,
TPMS|lidinoid|network|c2|P0.75,24,0.8148,0.1852,0.0,0.0,2382.37,0.643868,6.5,333.3,166.7,TPMS,lidinoid,network,2.0,0.75,,,,
TPMS|lidinoid|network|c2|P0.75,32,0.7578,0.2422,0.003063,0.003063,57.377,0.586878,7.4062,279.5,216.5,TPMS,lidinoid,network,2.0,0.75,,,,
TPMS|lidinoid|network|c2|P0.75,44,0.7483,0.2517,0.002241,0.002241,49.664,0.586637,7.2149,272.7,203.3,TPMS,lidinoid,network,2.0,0.75,,,,
TPMS|lidinoid|sheet|c1|P0.40,16,0.3906,0.6094,0.316366,0.316366,3.536,0.049083,5.7656,353.6,500.0,TPMS,lidinoid,sheet,1.0,0.4,,,,
TPMS|lidinoid|sheet|c1|P0.40,20,0.408,0.592,0.28299,0.28299,3.919,0.074128,5.73,346.4,447.2,TPMS,lidinoid,sheet,1.0,0.4,,,,
TPMS|lidinoid|sheet|c1|P0.40,24,0.4005,0.5995,0.292505,0.292505,3.879,0.046572,5.8958,333.3,372.7,TPMS,lidinoid,sheet,1.0,0.4,,,,
TPMS|lidinoid|sheet|c1|P0.40,32,0.4014,0.5986,0.289804,0.289804,3.872,0.069949,6.0234,306.2,375.0,TPMS,lidinoid,sheet,1.0,0.4,,,,
TPMS|lidinoid|sheet|c1|P0.40,44,0.4014,0.5986,0.285594,0.285594,3.951,0.072387,5.8326,301.5,363.6,TPMS,lidinoid,sheet,1.0,0.4,,,,
TPMS|lidinoid|sheet|c1|P0.60,16,0.6016,0.3984,0.152175,0.152175,6.594,0.207814,6.2812,433.0,353.6,TPMS,lidinoid,sheet,1.0,0.6,,,,
TPMS|lidinoid|sheet|c1|P0.60,20,0.6,0.4,0.137186,0.137186,7.207,0.20443,7.05,400.0,282.8,TPMS,lidinoid,sheet,1.0,0.6,,,,
TPMS|lidinoid|sheet|c1|P0.60,24,0.6019,0.3981,0.14215,0.14215,7.116,0.141713,7.3542,372.7,288.7,TPMS,lidinoid,sheet,1.0,0.6,,,,
TPMS|lidinoid|sheet|c1|P0.60,32,0.6006,0.3994,0.1467,0.1467,7.071,0.155876,7.4766,375.0,250.0,TPMS,lidinoid,sheet,1.0,0.6,,,,
TPMS|lidinoid|sheet|c1|P0.60,44,0.6012,0.3988,0.144448,0.144448,7.141,0.167517,7.3512,374.8,222.7,TPMS,lidinoid,sheet,1.0,0.6,,,,
TPMS|lidinoid|sheet|c1|P0.75,16,0.7422,0.2578,0.050165,0.050165,13.847,0.464197,6.4688,433.0,250.0,TPMS,lidinoid,sheet,1.0,0.75,,,,
TPMS|lidinoid|sheet|c1|P0.75,20,0.756,0.244,0.048948,0.048948,16.168,0.394922,7.17,447.2,200.0,TPMS,lidinoid,sheet,1.0,0.75,,,,
TPMS|lidinoid|sheet|c1|P0.75,24,0.75,0.25,0.070371,0.070371,12.676,0.343792,8.0,408.2,166.7,TPMS,lidinoid,sheet,1.0,0.75,,,,
TPMS|lidinoid|sheet|c1|P0.75,32,0.751,0.249,0.066595,0.066595,13.521,0.294841,8.4258,375.0,176.8,TPMS,lidinoid,sheet,1.0,0.75,,,,
TPMS|lidinoid|sheet|c1|P0.75,44,0.7487,0.2513,0.069412,0.069412,13.596,0.23786,8.5785,385.7,181.8,TPMS,lidinoid,sheet,1.0,0.75,,,,
TPMS|lidinoid|sheet|c2|P0.40,16,0.375,0.625,0.524445,0.524445,2.415,0.0,11.25,250.0,250.0,TPMS,lidinoid,sheet,2.0,0.4,,,,
TPMS|lidinoid|sheet|c2|P0.40,20,0.424,0.576,0.330134,0.330134,3.144,0.082463,10.56,282.8,282.8,TPMS,lidinoid,sheet,2.0,0.4,,,,
TPMS|lidinoid|sheet|c2|P0.40,24,0.4444,0.5556,0.283981,0.283981,3.705,0.082038,12.8333,235.7,235.7,TPMS,lidinoid,sheet,2.0,0.4,,,,
TPMS|lidinoid|sheet|c2|P0.40,32,0.3906,0.6094,0.324725,0.324725,3.322,0.071993,11.9531,176.8,250.0,TPMS,lidinoid,sheet,2.0,0.4,,,,
TPMS|lidinoid|sheet|c2|P0.40,44,0.3989,0.6011,0.299238,0.299238,3.559,0.084218,11.9008,157.5,203.3,TPMS,lidinoid,sheet,2.0,0.4,,,,
TPMS|lidinoid|sheet|c2|P0.60,16,0.5625,0.4375,0.257383,0.257383,3.866,0.257278,9.9375,250.0,250.0,TPMS,lidinoid,sheet,2.0,0.6,,,,
TPMS|lidinoid|sheet|c2|P0.60,20,0.616,0.384,0.118534,0.118534,7.945,0.303536,10.8,282.8,200.0,TPMS,lidinoid,sheet,2.0,0.6,,,,
TPMS|lidinoid|sheet|c2|P0.60,24,0.5556,0.4444,0.176138,0.176138,5.525,0.174721,14.0833,235.7,235.7,TPMS,lidinoid,sheet,2.0,0.6,,,,
TPMS|lidinoid|sheet|c2|P0.60,32,0.6016,0.3984,0.150152,0.150152,6.289,0.226043,12.6562,216.5,176.8,TPMS,lidinoid,sheet,2.0,0.6,,,,
TPMS|lidinoid|sheet|c2|P0.60,44,0.6018,0.3982,0.148005,0.148005,6.592,0.175225,14.6777,203.3,128.6,TPMS,lidinoid,sheet,2.0,0.6,,,,
TPMS|lidinoid|sheet|c2|P0.75,16,0.8125,0.1875,0.044983,0.044983,14.689,0.512065,6.9375,433.0,250.0,TPMS,lidinoid,sheet,2.0,0.75,,,,
TPMS|lidinoid|sheet|c2|P0.75,20,0.76,0.24,0.039117,0.039117,13.136,0.493736,9.84,282.8,200.0,TPMS,lidinoid,sheet,2.0,0.75,,,,
TPMS|lidinoid|sheet|c2|P0.75,24,0.6697,0.3303,0.086744,0.086744,9.713,0.36743,11.6771,235.7,166.7,TPMS,lidinoid,sheet,2.0,0.75,,,,
TPMS|lidinoid|sheet|c2|P0.75,32,0.7422,0.2578,0.049093,0.049093,13.723,0.460095,13.2188,216.5,125.0,TPMS,lidinoid,sheet,2.0,0.75,,,,
TPMS|lidinoid|sheet|c2|P0.75,44,0.7506,0.2494,0.06075,0.06075,12.82,0.41171,14.4545,203.3,90.9,TPMS,lidinoid,sheet,2.0,0.75,,,,
TPMS|neovius|network|c1|P0.40,16,0.4004,0.5996,0.383278,0.383278,3.426,0.137868,2.25,1000.0,1172.6,TPMS,neovius,network,1.0,0.4,,,,
TPMS|neovius|network|c1|P0.40,20,0.401,0.599,0.402283,0.402283,3.166,0.108611,2.28,1039.2,1166.2,TPMS,neovius,network,1.0,0.4,,,,
TPMS|neovius|network|c1|P0.40,24,0.401,0.599,0.379123,0.379123,3.445,0.109921,2.4167,1067.2,1154.7,TPMS,neovius,network,1.0,0.4,,,,
TPMS|neovius|network|c1|P0.40,32,0.3997,0.6003,0.406606,0.406606,3.213,0.108452,2.3203,1038.3,1125.0,TPMS,neovius,network,1.0,0.4,,,,
TPMS|neovius|network|c1|P0.40,44,0.3997,0.6003,0.387536,0.387536,3.398,0.123114,2.3802,1000.0,1090.9,TPMS,neovius,network,1.0,0.4,,,,
TPMS|neovius|network|c1|P0.60,16,0.5996,0.4004,0.1071,0.1071,9.272,0.391403,2.25,1172.6,1000.0,TPMS,neovius,network,1.0,0.6,,,,
TPMS|neovius|network|c1|P0.60,20,0.599,0.401,0.074024,0.074024,12.305,0.405685,2.28,1166.2,1039.2,TPMS,neovius,network,1.0,0.6,,,,
TPMS|neovius|network|c1|P0.60,24,0.599,0.401,0.080935,0.080935,11.838,0.387059,2.4167,1154.7,1067.2,TPMS,neovius,network,1.0,0.6,,,,
TPMS|neovius|network|c1|P0.60,32,0.6003,0.3997,0.071378,0.071378,13.05,0.425711,2.3203,1125.0,1038.3,TPMS,neovius,network,1.0,0.6,,,,
TPMS|neovius|network|c1|P0.60,44,0.6003,0.3997,0.082528,0.082528,12.245,0.426518,2.3802,1090.9,1000.0,TPMS,neovius,network,1.0,0.6,,,,
TPMS|neovius|network|c1|P0.75,16,0.7461,0.2539,0.0,0.0,,0.624363,1.4531,1299.0,1060.7,TPMS,neovius,network,1.0,0.75,,,,
TPMS|neovius|network|c1|P0.75,20,0.753,0.247,0.0,0.0,,0.635821,1.38,1280.6,1000.0,TPMS,neovius,network,1.0,0.75,,,,
TPMS|neovius|network|c1|P0.75,24,0.7506,0.2494,0.0,0.0,,0.639998,1.4375,1258.3,1013.8,TPMS,neovius,network,1.0,0.75,,,,
TPMS|neovius|network|c1|P0.75,32,0.7515,0.2485,0.0,0.0,,0.642593,1.4062,1299.0,1000.0,TPMS,neovius,network,1.0,0.75,,,,
TPMS|neovius|network|c1|P0.75,44,0.7494,0.2506,0.0,0.0,,0.646943,1.4318,1266.2,966.4,TPMS,neovius,network,1.0,0.75,,,,
TPMS|neovius|network|c2|P0.40,16,0.4062,0.5938,0.449716,0.449716,2.986,0.0,4.5,500.0,500.0,TPMS,neovius,network,2.0,0.4,,,,
TPMS|neovius|network|c2|P0.40,20,0.4,0.6,0.446709,0.446709,2.979,1e-06,4.56,600.0,600.0,TPMS,neovius,network,2.0,0.4,,,,
TPMS|neovius|network|c2|P0.40,24,0.3333,0.6667,0.528804,0.528804,2.383,2e-06,3.6667,552.8,577.4,TPMS,neovius,network,2.0,0.4,,,,
TPMS|neovius|network|c2|P0.40,32,0.4004,0.5996,0.38749,0.38749,3.32,0.146978,4.5,500.0,586.3,TPMS,neovius,network,2.0,0.4,,,,
TPMS|neovius|network|c2|P0.40,44,0.4005,0.5995,0.414754,0.414754,3.045,0.089793,4.6116,530.1,582.1,TPMS,neovius,network,2.0,0.4,,,,
TPMS|neovius|network|c2|P0.60,16,0.5938,0.4062,0.089933,0.089933,9.796,0.392477,4.5,500.0,500.0,TPMS,neovius,network,2.0,0.6,,,,
TPMS|neovius|network|c2|P0.60,20,0.6,0.4,0.065013,0.065013,14.614,0.409692,4.56,600.0,600.0,TPMS,neovius,network,2.0,0.6,,,,
TPMS|neovius|network|c2|P0.60,24,0.6667,0.3333,0.0,0.0,,0.499578,3.6667,577.4,552.8,TPMS,neovius,network,2.0,0.6,,,,
TPMS|neovius|network|c2|P0.60,32,0.5996,0.4004,0.112851,0.112851,8.883,0.393298,4.5,586.3,500.0,TPMS,neovius,network,2.0,0.6,,,,
TPMS|neovius|network|c2|P0.60,44,0.5995,0.4005,0.065075,0.065075,12.698,0.396912,4.6116,582.1,530.1,TPMS,neovius,network,2.0,0.6,,,,
TPMS|neovius|network|c2|P0.75,16,0.8281,0.1719,0.0,0.0,,0.700083,2.25,750.0,559.0,TPMS,neovius,network,2.0,0.75,,,,
TPMS|neovius|network|c2|P0.75,20,0.72,0.28,0.0,0.0,,0.572568,3.12,600.0,489.9,TPMS,neovius,network,2.0,0.75,,,,
TPMS|neovius|network|c2|P0.75,24,0.75,0.25,0.0,0.0,,0.623966,2.6667,687.2,500.0,TPMS,neovius,network,2.0,0.75,,,,
TPMS|neovius|network|c2|P0.75,32,0.7461,0.2539,0.0,0.0,,0.613538,2.9062,649.5,530.3,TPMS,neovius,network,2.0,0.75,,,,
TPMS|neovius|network|c2|P0.75,44,0.7506,0.2494,0.0,0.0,,0.625034,2.8264,642.8,522.2,TPMS,neovius,network,2.0,0.75,,,,
TPMS|neovius|sheet|c1|P0.40,16,0.3984,0.6016,0.401203,0.401203,3.014,2e-06,2.25,1000.0,750.0,TPMS,neovius,sheet,1.0,0.4,,,,
TPMS|neovius|sheet|c1|P0.40,20,0.41,0.59,0.375927,0.375927,3.285,2e-06,2.46,979.8,632.5,TPMS,neovius,sheet,1.0,0.4,,,,
TPMS|neovius|sheet|c1|P0.40,24,0.4016,0.5984,0.389105,0.389105,3.172,2e-06,2.4167,912.9,666.7,TPMS,neovius,sheet,1.0,0.4,,,,
TPMS|neovius|sheet|c1|P0.40,32,0.4004,0.5996,0.389719,0.389719,3.142,2e-06,2.4141,910.0,637.4,TPMS,neovius,sheet,1.0,0.4,,,,
TPMS|neovius|sheet|c1|P0.40,44,0.4012,0.5988,0.390436,0.390436,3.148,2e-06,2.4298,909.1,642.8,TPMS,neovius,sheet,1.0,0.4,,,,
TPMS|neovius|sheet|c1|P0.60,16,0.5898,0.4102,0.225748,0.225748,5.027,4e-06,3.2812,1030.8,500.0,TPMS,neovius,sheet,1.0,0.6,,,,
TPMS|neovius|sheet|c1|P0.60,20,0.604,0.396,0.211481,0.211481,5.535,5e-06,3.3,1019.8,447.2,TPMS,neovius,sheet,1.0,0.6,,,,
TPMS|neovius|sheet|c1|P0.60,24,0.6042,0.3958,0.217429,0.217429,5.286,5e-06,3.25,1000.0,500.0,TPMS,neovius,sheet,1.0,0.6,,,,
TPMS|neovius|sheet|c1|P0.60,32,0.5996,0.4004,0.221249,0.221249,5.278,5e-06,3.2578,1000.0,500.0,TPMS,neovius,sheet,1.0,0.6,,,,
TPMS|neovius|sheet|c1|P0.60,44,0.602,0.398,0.218035,0.218035,5.399,5e-06,3.3471,1008.2,454.5,TPMS,neovius,sheet,1.0,0.6,,,,
TPMS|neovius|sheet|c1|P0.75,16,0.7422,0.2578,0.116073,0.116073,10.335,0.162726,4.3125,1000.0,353.6,TPMS,neovius,sheet,1.0,0.75,,,,
TPMS|neovius|sheet|c1|P0.75,20,0.76,0.24,0.106782,0.106782,11.525,0.1642,4.44,1039.2,210.0,TPMS,neovius,sheet,1.0,0.75,,,,
TPMS|neovius|sheet|c1|P0.75,24,0.7465,0.2535,0.127595,0.127595,8.966,0.189397,4.5,1000.0,235.7,TPMS,neovius,sheet,1.0,0.75,,,,
TPMS|neovius|sheet|c1|P0.75,32,0.751,0.249,0.10815,0.10815,10.715,0.142037,4.6406,1015.5,250.0,TPMS,neovius,sheet,1.0,0.75,,,,
TPMS|neovius|sheet|c1|P0.75,44,0.7515,0.2485,0.12092,0.12092,9.796,0.189781,4.4628,1000.0,222.7,TPMS,neovius,sheet,1.0,0.75,,,,
TPMS|neovius|sheet|c2|P0.40,16,0.5312,0.4688,0.270525,0.270525,4.115,0.0,6.0,612.4,250.0,TPMS,neovius,sheet,2.0,0.4,,,,
TPMS|neovius|sheet|c2|P0.40,20,0.416,0.584,0.374136,0.374136,3.231,0.0,5.28,447.2,400.0,TPMS,neovius,sheet,2.0,0.4,,,,
TPMS|neovius|sheet|c2|P0.40,24,0.4074,0.5926,0.384233,0.384233,3.079,0.0,5.0,500.0,333.3,TPMS,neovius,sheet,2.0,0.4,,,,
TPMS|neovius|sheet|c2|P0.40,32,0.3984,0.6016,0.404303,0.404303,2.983,0.0,4.5,500.0,375.0,TPMS,neovius,sheet,2.0,0.4,,,,
TPMS|neovius|sheet|c2|P0.40,44,0.3997,0.6003,0.397741,0.397741,3.053,0.0,4.7603,454.5,363.6,TPMS,neovius,sheet,2.0,0.4,,,,
TPMS|neovius|sheet|c2|P0.60,16,0.625,0.375,0.203094,0.203094,5.275,0.0,6.75,442.0,250.0,TPMS,neovius,sheet,2.0,0.6,,,,
TPMS|neovius|sheet|c2|P0.60,20,0.56,0.44,0.237179,0.237179,4.945,0.0,6.24,489.9,282.8,TPMS,neovius,sheet,2.0,0.6,,,,
TPMS|neovius|sheet|c2|P0.60,24,0.5833,0.4167,0.219519,0.219519,5.416,0.0,6.6667,552.8,235.7,TPMS,neovius,sheet,2.0,0.6,,,,
TPMS|neovius|sheet|c2|P0.60,32,0.5898,0.4102,0.229177,0.229177,4.899,0.0,6.5625,515.4,250.0,TPMS,neovius,sheet,2.0,0.6,,,,
TPMS|neovius|sheet|c2|P0.60,44,0.598,0.402,0.22597,0.22597,5.07,0.0,6.6446,530.1,272.7,TPMS,neovius,sheet,2.0,0.6,,,,
TPMS|neovius|sheet|c2|P0.75,16,0.8125,0.1875,0.048931,0.048931,11.156,0.603227,4.5,559.0,250.0,TPMS,neovius,sheet,2.0,0.75,,,,
TPMS|neovius|sheet|c2|P0.75,20,0.752,0.248,0.119457,0.119457,9.192,0.373072,6.72,600.0,200.0,TPMS,neovius,sheet,2.0,0.75,,,,
TPMS|neovius|sheet|c2|P0.75,24,0.8056,0.1944,0.064495,0.064495,14.191,0.419347,7.0,552.8,166.7,TPMS,neovius,sheet,2.0,0.75,,,,
TPMS|neovius|sheet|c2|P0.75,32,0.7422,0.2578,0.117107,0.117107,10.324,0.175418,8.625,500.0,176.8,TPMS,neovius,sheet,2.0,0.75,,,,
TPMS|neovius|sheet|c2|P0.75,44,0.7558,0.2442,0.108465,0.108465,12.075,0.150232,9.0248,522.2,181.8,TPMS,neovius,sheet,2.0,0.75,,,,
TPMS|schwarzP|network|c1|P0.40,16,0.4062,0.5938,0.396222,0.396222,2.857,0.201175,1.8281,1030.8,1299.0,TPMS,schwarzP,network,1.0,0.4,,,,
TPMS|schwarzP|network|c1|P0.40,20,0.401,0.599,0.402165,0.402165,2.89,0.196027,1.89,1039.2,1280.6,TPMS,schwarzP,network,1.0,0.4,,,,
TPMS|schwarzP|network|c1|P0.40,24,0.401,0.599,0.402218,0.402218,2.883,0.20561,1.8333,1067.2,1258.3,TPMS,schwarzP,network,1.0,0.4,,,,
TPMS|schwarzP|network|c1|P0.40,32,0.3994,0.6006,0.405615,0.405615,2.836,0.209879,1.8281,1082.5,1232.4,TPMS,schwarzP,network,1.0,0.4,,,,
TPMS|schwarzP|network|c1|P0.40,44,0.4021,0.5979,0.40247,0.40247,2.897,0.216145,1.8533,1052.3,1236.5,TPMS,schwarzP,network,1.0,0.4,,,,
TPMS|schwarzP|network|c1|P0.60,16,0.5938,0.4062,0.215404,0.215404,5.61,0.389694,1.8281,1299.0,1030.8,TPMS,schwarzP,network,1.0,0.6,,,,
TPMS|schwarzP|network|c1|P0.60,20,0.599,0.401,0.205323,0.205323,5.99,0.402516,1.89,1280.6,1039.2,TPMS,schwarzP,network,1.0,0.6,,,,
TPMS|schwarzP|network|c1|P0.60,24,0.599,0.401,0.211202,0.211202,5.863,0.40922,1.8333,1258.3,1067.2,TPMS,schwarzP,network,1.0,0.6,,,,
TPMS|schwarzP|network|c1|P0.60,32,0.6006,0.3994,0.20967,0.20967,5.959,0.419497,1.8281,1232.4,1082.5,TPMS,schwarzP,network,1.0,0.6,,,,
TPMS|schwarzP|network|c1|P0.60,44,0.5979,0.4021,0.211859,0.211859,5.905,0.421778,1.8533,1236.5,1052.3,TPMS,schwarzP,network,1.0,0.6,,,,
TPMS|schwarzP|network|c1|P0.75,16,0.7129,0.2871,0.106634,0.106634,10.537,0.545578,1.6406,1457.7,1030.8,TPMS,schwarzP,network,1.0,0.75,,,,
TPMS|schwarzP|network|c1|P0.75,20,0.738,0.262,0.081656,0.081656,12.782,0.585977,1.62,1414.2,938.1,TPMS,schwarzP,network,1.0,0.75,,,,
TPMS|schwarzP|network|c1|P0.75,24,0.7506,0.2494,0.066133,0.066133,14.848,0.615923,1.6042,1394.4,897.5,TPMS,schwarzP,network,1.0,0.75,,,,
TPMS|schwarzP|network|c1|P0.75,32,0.748,0.252,0.074619,0.074619,14.118,0.62505,1.6172,1447.0,943.7,TPMS,schwarzP,network,1.0,0.75,,,,
TPMS|schwarzP|network|c1|P0.75,44,0.7487,0.2513,0.070967,0.070967,13.99,0.639396,1.6302,1396.6,904.5,TPMS,schwarzP,network,1.0,0.75,,,,
TPMS|schwarzP|network|c2|P0.40,16,0.4531,0.5469,0.348081,0.348081,3.765,0.242244,3.375,559.0,612.4,TPMS,schwarzP,network,2.0,0.4,,,,
TPMS|schwarzP|network|c2|P0.40,20,0.376,0.624,0.432728,0.432728,3.058,0.175215,3.36,565.7,692.8,TPMS,schwarzP,network,2.0,0.4,,,,
TPMS|schwarzP|network|c2|P0.40,24,0.4583,0.5417,0.339691,0.339691,3.53,0.251669,3.6667,552.8,623.6,TPMS,schwarzP,network,2.0,0.4,,,,
TPMS|schwarzP|network|c2|P0.40,32,0.4062,0.5938,0.396386,0.396386,2.86,0.204677,3.6562,515.4,649.5,TPMS,schwarzP,network,2.0,0.4,,,,
TPMS|schwarzP|network|c2|P0.40,44,0.3982,0.6018,0.404589,0.404589,2.857,0.193448,3.7686,530.1,629.8,TPMS,schwarzP,network,2.0,0.4,,,,
TPMS|schwarzP|network|c2|P0.60,16,0.5469,0.4531,0.265684,0.265684,5.087,0.320045,3.375,612.4,559.0,TPMS,schwarzP,network,2.0,0.6,,,,
TPMS|schwarzP|network|c2|P0.60,20,0.624,0.376,0.194267,0.194267,6.637,0.41736,3.36,692.8,565.7,TPMS,schwarzP,network,2.0,0.6,,,,
TPMS|schwarzP|network|c2|P0.60,24,0.5417,0.4583,0.265103,0.265103,5.047,0.331237,3.6667,623.6,552.8,TPMS,schwarzP,network,2.0,0.6,,,,
TPMS|schwarzP|network|c2|P0.60,32,0.5938,0.4062,0.215422,0.215422,5.61,0.397717,3.6562,649.5,515.4,TPMS,schwarzP,network,2.0,0.6,,,,
TPMS|schwarzP|network|c2|P0.60,44,0.6018,0.3982,0.20569,0.20569,6.193,0.420259,3.7686,629.8,530.1,TPMS,schwarzP,network,2.0,0.6,,,,
TPMS|schwarzP|network|c2|P0.75,16,0.6875,0.3125,0.126401,0.126401,7.863,0.488528,3.375,750.0,442.0,TPMS,schwarzP,network,2.0,0.75,,,,
TPMS|schwarzP|network|c2|P0.75,20,0.72,0.28,0.096261,0.096261,11.474,0.540509,3.36,692.8,489.9,TPMS,schwarzP,network,2.0,0.75,,,,
TPMS|schwarzP|network|c2|P0.75,24,0.7407,0.2593,0.077574,0.077574,12.005,0.574928,3.3333,781.7,500.0,TPMS,schwarzP,network,2.0,0.75,,,,
TPMS|schwarzP|network|c2|P0.75,32,0.7129,0.2871,0.106636,0.106636,10.537,0.54855,3.2812,728.9,515.4,TPMS,schwarzP,network,2.0,0.75,,,,
TPMS|schwarzP|network|c2|P0.75,44,0.7468,0.2532,0.073049,0.073049,14.066,0.60183,3.2231,738.5,472.4,TPMS,schwarzP,network,2.0,0.75,,,,
TPMS|schwarzP|sheet|c1|P0.40,16,0.3867,0.6133,0.3711,0.3711,3.326,2e-06,2.625,866.0,707.1,TPMS,schwarzP,sheet,1.0,0.4,,,,
TPMS|schwarzP|sheet|c1|P0.40,20,0.41,0.59,0.344861,0.344861,3.438,3e-06,2.7,938.1,600.0,TPMS,schwarzP,sheet,1.0,0.4,,,,
TPMS|schwarzP|sheet|c1|P0.40,24,0.3981,0.6019,0.353091,0.353091,3.369,3e-06,2.75,897.5,600.9,TPMS,schwarzP,sheet,1.0,0.4,,,,
TPMS|schwarzP|sheet|c1|P0.40,32,0.3999,0.6001,0.351708,0.351708,3.416,3e-06,2.7656,866.0,625.0,TPMS,schwarzP,sheet,1.0,0.4,,,,
TPMS|schwarzP|sheet|c1|P0.40,44,0.401,0.599,0.34986,0.34986,3.417,3e-06,2.814,881.4,582.1,TPMS,schwarzP,sheet,1.0,0.4,,,,
TPMS|schwarzP|sheet|c1|P0.60,16,0.5977,0.4023,0.136191,0.136191,6.488,0.207519,3.4688,1030.8,433.0,TPMS,schwarzP,sheet,1.0,0.6,,,,
TPMS|schwarzP|sheet|c1|P0.60,20,0.62,0.38,0.116968,0.116968,7.589,0.241262,3.42,1000.0,447.2,TPMS,schwarzP,sheet,1.0,0.6,,,,
TPMS|schwarzP|sheet|c1|P0.60,24,0.5961,0.4039,0.137791,0.137791,6.493,0.219953,3.4583,957.4,408.2,TPMS,schwarzP,sheet,1.0,0.6,,,,
TPMS|schwarzP|sheet|c1|P0.60,32,0.5981,0.4019,0.136617,0.136617,6.507,0.23242,3.4219,943.7,395.3,TPMS,schwarzP,sheet,1.0,0.6,,,,
TPMS|schwarzP|sheet|c1|P0.60,44,0.6035,0.3965,0.130819,0.130819,6.793,0.242717,3.5207,970.6,385.7,TPMS,schwarzP,sheet,1.0,0.6,,,,
TPMS|schwarzP|sheet|c1|P0.75,16,0.7539,0.2461,0.049383,0.049383,14.22,0.338719,3.6562,1089.7,353.6,TPMS,schwarzP,sheet,1.0,0.75,,,,
TPMS|schwarzP|sheet|c1|P0.75,20,0.754,0.246,0.046519,0.046519,15.684,0.365807,3.6,1077.0,282.8,TPMS,schwarzP,sheet,1.0,0.75,,,,
TPMS|schwarzP|sheet|c1|P0.75,24,0.7488,0.2512,0.052389,0.052389,13.115,0.353518,3.75,1067.2,235.7,TPMS,schwarzP,sheet,1.0,0.75,,,,
TPMS|schwarzP|sheet|c1|P0.75,32,0.749,0.251,0.050705,0.050705,14.743,0.374769,3.6797,1015.5,279.5,TPMS,schwarzP,sheet,1.0,0.75,,,,
TPMS|schwarzP|sheet|c1|P0.75,44,0.7502,0.2498,0.050801,0.050801,14.596,0.3829,3.6694,1016.4,257.1,TPMS,schwarzP,sheet,1.0,0.75,,,,
TPMS|schwarzP|sheet|c2|P0.40,16,0.3438,0.6562,0.454095,0.454095,2.57,0.0,4.5,559.0,353.6,TPMS,schwarzP,sheet,2.0,0.4,,,,
TPMS|schwarzP|sheet|c2|P0.40,20,0.368,0.632,0.41391,0.41391,2.927,0.0,4.8,447.2,447.2,TPMS,schwarzP,sheet,2.0,0.4,,,,
TPMS|schwarzP|sheet|c2|P0.40,24,0.3796,0.6204,0.39403,0.39403,3.017,0.0,5.0,471.4,372.7,TPMS,schwarzP,sheet,2.0,0.4,,,,
TPMS|schwarzP|sheet|c2|P0.40,32,0.3867,0.6133,0.37796,0.37796,3.222,0.0,5.25,433.0,353.6,TPMS,schwarzP,sheet,2.0,0.4,,,,
TPMS|schwarzP|sheet|c2|P0.40,44,0.4027,0.5973,0.357838,0.357838,3.299,0.0,5.4545,445.4,327.8,TPMS,schwarzP,sheet,2.0,0.4,,,,
TPMS|schwarzP|sheet|c2|P0.60,16,0.3438,0.6562,0.454095,0.454095,2.57,0.0,4.5,559.0,353.6,TPMS,schwarzP,sheet,2.0,0.6,,,,
TPMS|schwarzP|sheet|c2|P0.60,20,0.752,0.248,0.053978,0.053978,13.577,0.366662,6.72,565.7,200.0,TPMS,schwarzP,sheet,2.0,0.6,,,,
TPMS|schwarzP|sheet|c2|P0.60,24,0.5278,0.4722,0.216106,0.216106,4.447,0.135426,6.6667,500.0,235.7,TPMS,schwarzP,sheet,2.0,0.6,,,,
TPMS|schwarzP|sheet|c2|P0.60,32,0.5977,0.4023,0.143719,0.143719,6.124,0.216052,6.9375,515.4,216.5,TPMS,schwarzP,sheet,2.0,0.6,,,,
TPMS|schwarzP|sheet|c2|P0.60,44,0.598,0.402,0.140781,0.140781,6.504,0.229326,6.9421,514.3,203.3,TPMS,schwarzP,sheet,2.0,0.6,,,,
TPMS|schwarzP|sheet|c2|P0.75,16,0.625,0.375,0.14919,0.14919,4.994,0.216488,6.75,442.0,250.0,TPMS,schwarzP,sheet,2.0,0.75,,,,
TPMS|schwarzP|sheet|c2|P0.75,20,0.752,0.248,0.053978,0.053978,13.577,0.366662,6.72,565.7,200.0,TPMS,schwarzP,sheet,2.0,0.75,,,,
TPMS|schwarzP|sheet|c2|P0.75,24,0.7222,0.2778,0.071032,0.071032,9.587,0.31379,7.3333,577.4,166.7,TPMS,schwarzP,sheet,2.0,0.75,,,,
