Reference,DOI,Alginate (%w/v),PVA-HA (%w/v),CaSO4 (%w/v),Na2HPO4 (%w/v),Gelatin (%w/v),GelMA (%w/v),laponite (%w/v),graphene oxide (%w/v),hydroxyapatite (%w/v),Hyaluronic_Acid (%w/v),MeHA (%w/v),NorHA (%w/v),Fibroin/Fibrinogen (%w/v),Pluronic P-123 (%w/v),Collagen (%w/v),Chitosan (%w/v),CS-AEMA (%w/v),RGD (mM),TCP (%w/v),Gellan (%w/v),bioactive glass (%w/v),Nano/Methycellulose (%w/v),PEGTA (%w/v),PEGMA (%w/v),PEGDA (%w/v),Agarose (%w/v), hyaluronic acid+ Ph moieties (%w/v),matrigel (%w/v),CaCl2(mM),NaCl(mM),BaCl2(mM),SrCl2(mM),CaCO3 (mM),Genipin (%w/v),PVA (%wt),trans-glutaminase (%w/v),alginate lyase (U/ml),D-glucose (%w/v),PLGA (%w/v),vascular tissued-derived dECM (%w/v),PEG-8-SH (mM),Lutrol F127 (%w/v),Alginate dialdehyde (%w/v),Alginate sulfate (%w/v),RGD-modified alginate (%w/v),hyaluronan metacrylate (%w/v),poly(N-isopropylacrylamide) grafted hyaluronan (%w/v),chondroitin sulfate methacrylate (%w/v),PCL (%w/v),alginate metacrylate (%w/v),HRP (U/ml),pluronic F127 (%w/v),Irgacure 2959 (%w/v),Eosin Y (%w/v),Ruthenium (mM),sodium persulfate (SPS) (mM),HEPES (mM),LAP (%w/v),glutaraldehyde (%w/v),PBS  (M),Cell_Density_(cells/mL),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Nozzle_Diameter_(µm),chamber Temperature  (°C),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Printability,Cell Response,Scaffold Quality (P*C),total_solids_pct,n_components,ceramic_pct,ceramic_fraction,is_bone_relevant,has_cells
Kosik-Koziol et al. 2019,10.1088/1758-5090/ab15cb,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.5,0,0,0.0,0,0,0,0.0,0.0,0,190.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,0.0,30,,,8.5e-05,3.9,250.0,,,,3,5,15,10.5,4,0.5,0.047619047619047616,1,1
Kosik-Koziol et al. 2019,10.1088/1758-5090/ab15cb,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,1.0,0,0,0.0,0,0,0,0.0,0.0,0,190.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,30,,,8.5e-05,3.9,250.0,,,,2,1,2,11.0,4,1.0,0.09090909090909091,1,0
Kosik-Koziol et al. 2019,10.1088/1758-5090/ab15cb,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,2.0,0,0,0.0,0,0,0,0.0,0.0,0,190.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,30,,,8.5e-05,3.9,250.0,,,,2,1,2,12.0,4,2.0,0.16666666666666666,1,0
Kosik-Koziol et al. 2019,10.1088/1758-5090/ab15cb,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,3.0,0,0,0.0,0,0,0,0.0,0.0,0,190.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,30,,,8.5e-05,3.9,250.0,,,,2,1,2,13.0,4,3.0,0.23076923076923078,1,0
Akkineni et al. 2016,10.1088/1758-5090/8/4/045001,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.6,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1000.0,0.0,0,0,0.0,1,6,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3600.0,0,30.0,,,,200.0,,,22.0,3,1,3,18.3,5,0.0,0.0,1,0
Akkineni et al. 2016,10.1088/1758-5090/8/4/045001,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1000.0,0.0,0,0,0.0,0,6,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3600.0,0,10.0,,,,200.0,,,22.0,3,1,3,17.7,4,0.0,0.0,1,0
Akkineni et al. 2016,10.1088/1758-5090/8/4/045001,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1000.0,0.0,0,0,0.0,0,6,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3600.0,0,10.0,,,,200.0,,,22.0,3,1,3,17.7,4,0.0,0.0,1,0
Bendtsen et al. 2017,10.1002/jbm.a.36036,2.0,2.5,0.4,0.12,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.9,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3600.0,0,,,,,430.0,,25.0,25.0,1,1,1,5.0200000000000005,5,0.0,0.0,1,0
Bendtsen et al. 2017,10.1002/jbm.a.36036,2.0,2.5,0.2,0.12,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.9,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3600.0,0,,,,,430.0,,25.0,25.0,1,1,1,4.82,5,0.0,0.0,1,0
Bendtsen et al. 2017,10.1002/jbm.a.36036,2.5,2.5,0.2,0.15,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.9,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3600.0,0,,,,,430.0,,25.0,25.0,3,1,3,5.3500000000000005,5,0.0,0.0,1,0
Bendtsen et al. 2017,10.1002/jbm.a.36036,2.5,2.5,0.2,0.15,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.9,0.72,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3600.0,0,,,,,430.0,,25.0,25.0,3,1,3,5.3500000000000005,6,0.0,0.0,1,0
Bendtsen et al. 2017,10.1002/jbm.a.36036,2.5,2.5,0.2,0.15,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.9,0.72,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,250000.0,3600.0,0,,,,,430.0,,25.0,25.0,3,3,9,5.3500000000000005,6,0.0,0.0,1,1
Bendtsen et al. 2017,10.1002/jbm.a.36036,2.5,2.5,0.2,0.15,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.9,0.72,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,250000.0,3600.0,0,,,,,430.0,,25.0,25.0,3,5,15,5.3500000000000005,6,0.0,0.0,1,1
Dai et al. 2016,10.1088/1758-5090/8/4/045005,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,0.0,0,,,,,260.0,,25.0,4.0,3,3,9,13.0,4,0.0,0.0,1,1
Dai et al. 2016,10.1088/1758-5090/8/4/045005,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,0.0,0,,,,,260.0,,25.0,4.0,3,5,15,13.0,4,0.0,0.0,1,1
Dai et al. 2016,10.1088/1758-5090/8/4/045005,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,0.0,0,,,,,260.0,,25.0,4.0,3,3,9,13.0,4,0.0,0.0,1,1
Dai et al. 2016,10.1088/1758-5090/8/4/045005,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,4.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,,,260.0,4.0,25.0,4.0,3,1,3,29.0,4,0.0,0.0,1,0
Dai et al. 2016,10.1088/1758-5090/8/4/045005,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,4.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,1.5,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,0.0,0,,,,,260.0,4.0,25.0,4.0,3,3,9,29.5,4,0.0,0.0,1,1
Dai et al. 2016,10.1088/1758-5090/8/4/045005,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,4.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,3.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,0.0,0,,,,,260.0,4.0,25.0,4.0,3,3,9,31.0,4,0.0,0.0,1,1
Dai et al. 2016,10.1088/1758-5090/8/4/045005,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,4.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,6.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,0.0,0,,,,,260.0,4.0,25.0,4.0,3,3,9,34.0,4,0.0,0.0,1,1
Dai et al. 2016,10.1088/1758-5090/8/4/045005,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,4.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,135.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,0.0,0,,,,,260.0,4.0,25.0,4.0,2,2,4,28.0,4,0.0,0.0,1,1
Dai et al. 2016,10.1088/1758-5090/8/4/045005,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,4.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,270.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,0.0,0,,,,,260.0,4.0,25.0,4.0,2,2,4,28.0,4,0.0,0.0,1,1
Dai et al. 2016,10.1088/1758-5090/8/4/045005,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,4.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,540.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5000000.0,0.0,0,,,,,260.0,4.0,25.0,4.0,2,2,4,28.0,4,0.0,0.0,1,1
Izadifar et al. 2016,10.1089/ten.tec.2015.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,100,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1200.0,0,800.0,,,1.0,300.0,,60.0,22.0,2,1,2,100.0,1,0.0,0.0,1,0
Izadifar et al. 2016,10.1089/ten.tec.2015.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,100,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1200.0,0,800.0,,,1.0,300.0,,70.0,22.0,2,1,2,100.0,1,0.0,0.0,1,0
Izadifar et al. 2016,10.1089/ten.tec.2015.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,100,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1200.0,0,800.0,,,1.0,300.0,,75.0,22.0,3,1,3,100.0,1,0.0,0.0,1,0
Izadifar et al. 2016,10.1089/ten.tec.2015.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,100,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1200.0,0,800.0,,,1.0,300.0,,80.0,22.0,2,1,2,100.0,1,0.0,0.0,1,0
Kundu et al. 2013,10.1002/term.1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,100,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,650.0,,,1.37,250.0,,80.0,22.0,3,1,3,100.0,1,0.0,0.0,1,0
Yao et al. 2019,10.1088/1758-5090/ab38ef,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,18.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,600.0,0,,,,,260.0,,15.0,4.0,3,3,9,4.01,4,0.0,0.0,1,1
Yao et al. 2019,10.1088/1758-5090/ab38ef,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,18.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,600.0,0,,,,,260.0,,15.0,4.0,3,5,15,4.01,4,0.0,0.0,1,1
Yao et al. 2019,10.1088/1758-5090/ab38ef,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,18.0,0.0,0,0,0.0,0,0,0.0,0.5,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,600.0,0,,,,,260.0,,15.0,4.0,3,3,9,4.01,5,0.0,0.0,1,1
Yao et al. 2019,10.1088/1758-5090/ab38ef,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,18.0,0.0,0,0,0.0,0,0,0.0,0.5,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,600.0,0,,,,,260.0,,15.0,4.0,3,5,15,4.01,5,0.0,0.0,1,1
Yao et al. 2019,10.1088/1758-5090/ab38ef,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,18.0,0.0,0,0,0.0,0,0,0.0,5.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,600.0,0,,,,,260.0,,15.0,4.0,3,3,9,4.01,5,0.0,0.0,1,1
Yao et al. 2019,10.1088/1758-5090/ab38ef,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,18.0,0.0,0,0,0.0,0,0,0.0,5.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,600.0,0,,,,,260.0,,15.0,4.0,3,5,15,4.01,5,0.0,0.0,1,1
Yao et al. 2019,10.1088/1758-5090/ab38ef,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,18.0,0.0,0,0,0.0,0,0,0.0,50.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,600.0,0,,,,,260.0,,15.0,4.0,1,2,2,4.01,5,0.0,0.0,1,1
Yao et al. 2019,10.1088/1758-5090/ab38ef,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,18.0,0.0,0,0,0.0,0,0,0.0,20.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,600.0,0,,,,,260.0,,15.0,4.0,1,2,2,4.01,5,0.0,0.0,1,1
Yao et al. 2019,10.1088/1758-5090/ab38ef,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,18.0,0.0,0,0,0.0,0,0,0.0,500.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10000000.0,600.0,0,,,,,260.0,,15.0,4.0,1,2,2,4.01,5,0.0,0.0,1,1
Zhao et al. 2014,10.1088/1758-5082/6/3/035001,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,27.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,900.0,0,,,0.00017,,250.0,,25.0,10.0,3,3,9,13.0,4,0.0,0.0,1,1
Zhao et al. 2014,10.1088/1758-5082/6/3/035001,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,27.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,900.0,0,,,0.00017,,250.0,10.0,20.0,10.0,3,3,9,13.0,4,0.0,0.0,1,1
Zhao et al. 2014,10.1088/1758-5082/6/3/035001,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,27.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,900.0,0,,,0.00017,,250.0,10.0,15.0,10.0,3,3,9,13.0,4,0.0,0.0,1,1
Zhao et al. 2014,10.1088/1758-5082/6/3/035001,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,27.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,900.0,0,,,0.00017,,250.0,10.0,10.0,10.0,3,2,6,13.0,4,0.0,0.0,1,1
Zhao et al. 2014,10.1088/1758-5082/6/3/035001,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,27.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,900.0,0,,,0.00017,,250.0,10.0,25.0,10.0,3,5,15,13.0,4,0.0,0.0,1,1
Fisch et al. 2021,10.1088/1758-5090/abc39b,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,3,0,0.0,0,0,0,0.0,0.0,0,20.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,26.0,13.33,0.00224,13.33,410.0,,22.0,22.0,3,1,3,10.0,4,5.0,0.5,1,0
Fisch et al. 2021,10.1088/1758-5090/abc39b,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,3,0,0.0,0,0,0,0.0,0.0,0,20.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,26.0,16.67,0.00224,13.33,410.0,,22.0,22.0,3,1,3,10.0,4,5.0,0.5,1,0
Fisch et al. 2021,10.1088/1758-5090/abc39b,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,3,0,0.0,0,0,0,0.0,0.0,0,20.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,26.0,13.33,0.00224,13.33,840.0,,22.0,22.0,3,1,3,10.0,4,5.0,0.5,1,0
Kharel et al. 2019,10.1115/1.4043960,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.25,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,500.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,100,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6700000.0,600.0,0,,5.0,,4.0,600.0,,22.0,22.0,3,3,9,105.25,5,0.0,0.0,1,1
Kharel et al. 2019,10.1115/1.4043960,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.25,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,500.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,100,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6700000.0,600.0,0,,5.0,,4.0,600.0,,22.0,22.0,3,5,15,105.25,5,0.0,0.0,1,1
Kharel et al. 2019,10.1115/1.4043960,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0.25,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,500.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,100,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,600.0,0,,5.0,,4.0,600.0,,22.0,22.0,3,1,3,105.25,5,0.0,0.0,1,0
Mistry et al. 2018,10.1002/mabi.201600472,0.0,0.0,0.0,0.0,0.0,5.0,0.13,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4000000.0,0.0,60,,,0.000167,,0.0,,5.0,22.0,3,3,9,5.13,2,0.0,0.0,1,1
